axis_1	axis_2	id	name	party	info
0.9784199407127057	-2.4968835490765704	454	Olivier Becht	UDI	UDI
-10.588594737390453	0.5881481219542797	455	Olivier Damaisin	LREM	LREM
7.854374973659095	-2.838151989579125	456	Olivier Dassault	LR	LR
8.656208675818029	1.79327761434844	458	Olivier Falorni	Libertés et Territoires	Libertés et Territoires
15.392628126279643	3.9995836340403956	459	Olivier Faure	PS	PS
-0.9402435337835912	1.0419835023027229	460	Olivier Gaillard	Non Inscrits	Non Inscrits
15.460656622050088	-7.091787503072326	461	Olivier Marleix	LR	LR
-1.4763666404375906	0.3073770990970937	462	Olivier Serva	LREM	LREM
-4.901449584985474	6.406937830755879	463	Olivier Véran	LREM	LREM
-10.632521314060686	1.4541652985052516	464	Pacôme Rupin	LREM	LREM
-8.38423664447829	0.1369366452153222	465	Pascal Bois	LREM	LREM
5.020188987118522	-0.3777977506683171	466	Pascal Brindeau	UDI	UDI
-1.2696600480689795	-0.17750752073177026	467	Pascal Lavergne	LREM	LREM
-9.542861790287914	-0.34989270479278056	468	Pascale Boyer	LREM	LREM
-5.16860094337927	-0.19123509995178367	469	Pascale Fontenel-Personne		
-7.035994977560125	0.11786032619477542	470	Patrice Anato	LREM	LREM
-5.778811415148431	-2.5080749869167063	471	Patrice Perrot	LREM	LREM
13.467681018387685	-5.4384543566312304	472	Patrice Verchère	LR	LR
-1.0568036988685203	7.95207553173952	473	Patricia Gallerneau	MODEM	MODEM
